,,,5月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
管理会社,客先名称,運搬業者,品名,,1(金),2(土),3(日),4(月),5(火),6(水),7(木),8(金),9(土),10(日),11(月),12(火),13(水),14(木),15(金),16(土),17(日),18(月),19(火),20(水),21(木),22(金),23(土),24(日),25(月),26(火),27(水),28(木),29(金),30(土),31(日),合計,,,,
,東方物産,ｽﾄﾚｯﾁ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,東方物産,ｽﾄﾚｯﾁ,0
,輸出合計,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,輸出合計,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.国内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.国内,,
,日本資源開発,軟質ﾐｯｸｽ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,日本資源開発,軟質ﾐｯｸｽ,0
,日本資源開発,PPﾊﾞﾝﾄﾞ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,日本資源開発,PPﾊﾞﾝﾄﾞ,0
,日本資源開発,ｽﾄﾚｯﾁ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,日本資源開発,ｽﾄﾚｯﾁ,0
,和円商事,塩ビ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,和円商事,塩ビ,0
,和円商事,フレコン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,和円商事,フレコン,0
,和円商事,PPﾊﾞﾝﾄﾞ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,160",,,,"2,160",,和円商事,PPﾊﾞﾝﾄﾞ,"2,160"
,和円商事,フイルムB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,120",,,,"5,120",,和円商事,フイルムB,"5,120"
,和円商事,プラパレ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,460,,和円商事,プラパレ,460
,エムアンドアール,PPﾊﾞﾝﾄﾞ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,エムアンドアール,PPﾊﾞﾝﾄﾞ,0
,エムアンドアール,ﾌｲﾙﾑ（N）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,エムアンドアール,ﾌｲﾙﾑ（N）,0
,エムアンドアール,軟質ﾐｯｸｽ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,エムアンドアール,軟質ﾐｯｸｽ,0
,国内合計,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,740",0,0,0,"7,740",,国内合計,,"7,740"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,プラ出荷合計,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,740",0,0,0,"7,740",,プラ出荷合計,,"7,740"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,⑤その他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⑤その他,,
,1.輸出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.輸出,,
,美国中南日本,ｶｯﾌﾟ原紙,,,,"39,010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,010",,美国中南日本,ｶｯﾌﾟ原紙,"39,010"
,JOP,ｶｯﾌﾟ原紙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,JOP,ｶｯﾌﾟ原紙,0
,阪和興業,袋茶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,阪和興業,袋茶,0
,輸出合計,,,,0,"39,010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,010",,輸出合計,,"39,010"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.国内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.国内,,
,丸井製紙,色模造,,,,,,,,,,"12,940",,,,,,,,"12,920",,"12,540",,,,"12,610",,,,,,,"13,080",,,"64,090",,丸井製紙,色模造,"64,090"
,丸井製紙,上ケントS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,丸井製紙,上ケントS,0
,大王製紙,難処理古紙,,,,,,,,,,,,,,,"11,930",,"7,310",,,,,,,,,,,,,,"10,700",,,"29,940",,大王製紙,難処理古紙,"29,940"
,大王製紙,ﾋﾞﾆｰﾙ重袋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,760",,,"6,760",,大王製紙,ﾋﾞﾆｰﾙ重袋,"6,760"
,大王製紙,紙管,,,,,,,,,,,,,,,,,"4,460",,,,,,,,,,,,,,,,,"4,460",,大王製紙,紙管,"4,460"
,大王製紙,紙管（金具付）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,大王製紙,紙管（金具付）,0
,大王製紙,上台紙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,大王製紙,上台紙,0
,いわき大王製紙,上台紙,,,,,,,,,,,,,,,,,,,,,"13,010","12,030",,,,,,,,,,,,"25,040",,いわき大王製紙,上台紙,"25,040"
,いわき大王製紙,紙管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,いわき大王製紙,紙管,0
,いわき大王製紙,雑がみバラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,いわき大王製紙,雑がみバラ,0
,日本製紙/草加,上台紙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,日本製紙/草加,上台紙,0
,アイネット（愛媛パルプ）,カップ原紙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,アイネット（愛媛パルプ）,カップ原紙,0
,日誠産業,牛乳パック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,日本製紙,カップ原紙,0
,日誠産業,ｶｯﾌﾟ色ﾄﾘﾑ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,日誠産業,牛乳パック,0
,ｴﾘｴｰﾙﾍﾟｰﾊﾟ,ｼｭﾚｯﾀﾞｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,日誠産業,ｶｯﾌﾟ色ﾄﾘﾑ,0
,ｴﾘｴｰﾙﾍﾟｰﾊﾟ,上ケント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,ｴﾘｴｰﾙﾍﾟｰﾊﾟ,ｼｭﾚｯﾀﾞｰ,0
,王子製紙,模造,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,ｴﾘｴｰﾙﾍﾟｰﾊﾟ,上ケント,0
,王子ｸﾞﾘｰﾝﾘｿｰｽ,上白,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,王子製紙,模造,0
,王子マテリア,上白,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,王子ｸﾞﾘｰﾝﾘｿｰｽ,上白,0
,王子マテリア,白アート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,王子マテリア,上白,0
,阪和興業,袋茶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,王子マテリア,白アート,0
,大津板紙（JOP),袋茶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,阪和興業,袋茶,0
,鶴見製紙,機密書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,290",,,,"2,290",,大津板紙（JOP),袋茶,0
,興亜工業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,鶴見製紙,機密書類,"2,290"
,ﾘﾝｸｺｰﾎﾟﾚｰｼｮﾝ,ウエス,,,,,,,,,,,,,,,,,,,,,,,"1,770",,,,,,,,,,,"1,770",,ﾘﾝｸｺｰﾎﾟﾚｰｼｮﾝ,ウエス,"1,770"
,富商,ウエス,,,"1,690",,,,,,,"2,500",,,,,,,,"1,870",,,,,,,,,,,,,,,,"6,060",,富商,ウエス,"6,060"
,ベストトレーディング,ウエス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,ベストトレーディング,ウエス,0
,大西金属,アルミ缶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,大西金属,アルミ缶,0
,レックス,難処理古紙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,レックス,難処理古紙,0
,シブヤ,鉄くず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,シブヤ,鉄くず,0
,富士里和製紙,上ケント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,富士里和製紙,上ケント,0
,新橋製紙,上ケント,,,,,,,,,,,,,,"12,440",,,,,,,,,,,,,,"11,750",,,,,,"24,190",,新橋製紙,上ケント,"24,190"
,太洋紙業,上ケントS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,太洋紙業,上ケントS,0
,田丸,ペットボトル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,田丸,ペットボトル,0
,岩本商店,残紙,,,,,,,,,,,,,,,,,,,,"2,900",,,,,,,,,,,"3,120",,,"6,020",,岩本商店,残紙,"6,020"
,北陸ｺｰﾎﾟﾚｰｼｮﾝ/市川工場,上台紙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,北陸ｺｰﾎﾟﾚｰｼｮﾝ/市川工場,上台紙,0
,新生紙パルプ/山恭製紙,上台紙,,,,,,,,,,,,,,,,,,,,,,,,"12,880",,,,,,,,,,"12,880",,新生紙パルプ/山恭製紙,上台紙,"12,880"
,イデサンコー,上ケント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,イデサンコー,上ケント,0
,丸富製紙,上ケント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,丸富製紙,上ケント,0
,坪野谷商事（タチオカ商会）,アルミ缶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,坪野谷商事（タチオカ商会）,アルミ缶,0
,坪野谷商事（シブヤ）,鉄くず,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,830,,,"1,760",,坪野谷商事（シブヤ）,鉄くず,"1,760"
,坪野谷商事（鉄、非鉄）,アルミ缶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,坪野谷商事（鉄、非鉄）,アルミ缶,0
,国内合計,,,,"1,690",0,0,0,0,0,930,"15,440",0,0,0,"12,440","11,930",0,"11,770","14,790",0,"15,440","13,010","12,030","1,770","25,490",0,0,0,"11,750",0,"2,290","34,490",0,0,"185,260",,国内合計,,"185,260"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,その他出荷合計,,,,"1,690","39,010",0,0,0,0,930,"15,440",0,0,0,"12,440","11,930",0,"11,770","14,790",0,"15,440","13,010","12,030","1,770","25,490",0,0,0,"11,750",0,"2,290","34,490",0,0,"224,270",,その他出荷合計,,"224,270"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,出荷総合計,,,,"77,550","84,210",0,0,0,"19,750","107,000","36,320","44,530",0,"19,380","77,470","95,730","29,030","57,060","59,460",0,"79,470","51,780","52,210","87,260","72,310","92,180",0,"60,680","52,470","61,470","63,500","97,090","69,150",0,"1,547,060",,出荷総合計,,"1,547,060"
